Time,PosX,PosY,PosZ,VelX,VelY,VelZ,Roll,Pitch,Yaw
0.09800000000000007,0.0,0.0,0.01840822927914312,0.0,0.0,0.3588343185248248,0.0,-0.0,0.0
0.10000000000000007,0.0,0.0,0.01912589791619277,0.0,0.0,0.3649644569678262,0.0,-0.0,0.0
0.10200000000000008,0.0,0.0,0.019855826830128424,0.0,0.0,0.37105366965367165,0.0,-0.0,0.0
0.10400000000000008,0.0,0.0,0.02059793416943577,0.0,0.0,0.3771020802613712,0.0,-0.0,0.0
0.10600000000000008,0.0,0.0,0.02135213832995851,0.0,0.0,0.3831098133970386,0.0,-0.0,0.0
0.10800000000000008,0.0,0.0,0.02211835795675259,0.0,0.0,0.3890769944718478,0.0,-0.0,0.0
0.11000000000000008,0.0,0.0,0.022896511945696283,0.0,0.0,0.39500374959449575,0.0,-0.0,0.0
0.11200000000000009,0.0,0.0,0.023686519444885274,0.0,0.0,0.40089020547642396,0.0,-0.0,0.0
0.11400000000000009,0.0,0.0,0.02448829985583812,0.0,0.0,0.40673648934826195,0.0,-0.0,0.0
0.11600000000000009,0.0,0.0,0.025301772834534643,0.0,0.0,0.4125427288861415,0.0,-0.0,0.0
0.11800000000000009,0.0,0.0,0.026126858292306925,0.0,0.0,0.41830905214669334,0.0,-0.0,0.0
0.12000000000000009,0.0,0.0,0.02696347639660031,0.0,0.0,0.4240355875096804,0.0,-0.0,0.0
0.1220000000000001,0.0,0.0,0.027811547571619674,0.0,0.0,0.4297224636273493,0.0,-0.0,0.0
0.1240000000000001,0.0,0.0,0.02867099249887437,0.0,0.0,0.43536980937969066,0.0,-0.0,0.0
0.12600000000000008,0.0,0.0,0.029541732117633755,0.0,0.0,0.440977753834898,0.0,-0.0,0.0
0.12800000000000009,0.0,0.0,0.03042368762530355,0.0,0.0,0.44654642621439955,0.0,-0.0,0.0
0.1300000000000001,0.0,0.0,0.03131678047773235,0.0,0.0,0.45207595586191285,0.0,-0.0,0.0
0.1320000000000001,0.0,0.0,0.032220932389456176,0.0,0.0,0.45756647221603924,0.0,-0.0,0.0
0.1340000000000001,0.0,0.0,0.03313606533388826,0.0,0.0,0.4630181047859721,0.0,-0.0,0.0
0.1360000000000001,0.0,0.0,0.0340621015434602,0.0,0.0,0.46843098312994513,0.0,-0.0,0.0
0.1380000000000001,0.0,0.0,0.03499896350972009,0.0,0.0,0.47380523683609166,0.0,-0.0,0.0
0.1400000000000001,0.0,0.0,0.03594657398339227,0.0,0.0,0.47914099550542577,0.0,-0.0,0.0
0.1420000000000001,0.0,0.0,0.03690485597440313,0.0,0.0,0.48443838873669043,0.0,-0.0,0.0
0.1440000000000001,0.0,0.0,0.037873732751876506,0.0,0.0,0.48969754611284916,0.0,-0.0,0.0
0.1460000000000001,0.0,0.0,0.038853127844102206,0.0,0.0,0.4949185971890243,0.0,-0.0,0.0
0.1480000000000001,0.0,0.0,0.039842965038480255,0.0,0.0,0.5001016714817088,0.0,-0.0,0.0
0.1500000000000001,0.0,0.0,0.040843168381443674,0.0,0.0,0.5052468984590992,0.0,-0.0,0.0
0.1520000000000001,0.0,0.0,0.041853662178361874,0.0,0.0,0.510354407532416,0.0,-0.0,0.0
0.1540000000000001,0.0,0.0,0.042874370993426704,0.0,0.0,0.5154243280480938,0.0,-0.0,0.0
0.1560000000000001,0.0,0.0,0.04390521964952289,0.0,0.0,0.5204567892807374,0.0,-0.0,0.0
0.1580000000000001,0.0,0.0,0.04494613322808436,0.0,0.0,0.5254519204267527,0.0,-0.0,0.0
0.16000000000000011,0.0,0.0,0.04599703706893787,0.0,0.0,0.5304098505985728,0.0,-0.0,0.0
0.16200000000000012,0.0,0.0,0.04705785677013501,0.0,0.0,0.5353307088194083,0.0,-0.0,0.0
0.16400000000000012,0.0,0.0,0.04812851818777383,0.0,0.0,0.5402146240184598,0.0,-0.0,0.0
0.16600000000000012,0.0,0.0,0.04920894743581075,0.0,0.0,0.5450617250265387,0.0,-0.0,0.0
0.16800000000000012,0.0,0.0,0.05029907088586383,0.0,0.0,0.5498721405720483,0.0,-0.0,0.0
0.17000000000000012,0.0,0.0,0.05139881516700792,0.0,0.0,0.5546459992772812,0.0,-0.0,0.0
0.17200000000000013,0.0,0.0,0.052508107165562486,0.0,0.0,0.5593834296549995,0.0,-0.0,0.0
0.17400000000000013,0.0,0.0,0.053626874024872484,0.0,0.0,0.5640845601052619,0.0,-0.0,0.0
0.17600000000000013,0.0,0.0,0.054755043145083004,0.0,0.0,0.5687495189124697,0.0,-0.0,0.0
0.17800000000000013,0.0,0.0,0.05589254218290794,0.0,0.0,0.5733784342426087,0.0,-0.0,0.0
0.18000000000000013,0.0,0.0,0.05703929905139316,0.0,0.0,0.5779714341406613,0.0,-0.0,0.0
0.18200000000000013,0.0,0.0,0.058195241919674484,0.0,0.0,0.5825286465281722,0.0,-0.0,0.0
0.18400000000000014,0.0,0.0,0.05936029921273083,0.0,0.0,0.5870501992009486,0.0,-0.0,0.0
0.18600000000000014,0.0,0.0,0.06053439961113273,0.0,0.0,0.5915362198268814,0.0,-0.0,0.0
0.18800000000000014,0.0,0.0,0.061717472050786495,0.0,0.0,0.5959868359438725,0.0,-0.0,0.0
0.19000000000000014,0.0,0.0,0.06290944572267423,0.0,0.0,0.6004021749578571,0.0,-0.0,0.0
0.19200000000000014,0.0,0.0,0.06411025007258994,0.0,0.0,0.604782364140912,0.0,-0.0,0.0
0.19400000000000014,0.0,0.0,0.06531981480087176,0.0,0.0,0.6091275306294387,0.0,-0.0,0.0
0.19600000000000015,0.0,0.0,0.06653806986213064,0.0,0.0,0.6134378014224142,0.0,-0.0,0.0
0.19800000000000015,0.0,0.0,0.06776494546497547,0.0,0.0,0.6177133033797038,0.0,-0.0,0.0
0.20000000000000015,0.0,0.0,0.06900037207173487,0.0,0.0,0.6219541632204268,0.0,-0.0,0.0
0.20200000000000015,0.0,0.0,0.07024428039817572,0.0,0.0,0.6261605075213738,0.0,-0.0,0.0
0.20400000000000015,0.0,0.0,0.07149660141321847,0.0,0.0,0.6303324627154653,0.0,-0.0,0.0
0.20600000000000016,0.0,0.0,0.0727572663386494,0.0,0.0,0.634470155090254,0.0,-0.0,0.0
0.20800000000000016,0.0,0.0,0.0740262066488299,0.0,0.0,0.6385737107864605,0.0,-0.0,0.0
0.21000000000000016,0.0,0.0,0.07530335407040283,0.0,0.0,0.6426432557965448,0.0,-0.0,0.0
0.21200000000000016,0.0,0.0,0.07658864058199591,0.0,0.0,0.6466789159633061,0.0,-0.0,0.0
0.21400000000000016,0.0,0.0,0.07788199841392252,0.0,0.0,0.6506808169785119,0.0,-0.0,0.0
0.21600000000000016,0.0,0.0,0.07918336004787954,0.0,0.0,0.6546490843815522,0.0,-0.0,0.0
0.21800000000000017,0.0,0.0,0.08049265821664264,0.0,0.0,0.6585838435581173,0.0,-0.0,0.0
0.22000000000000017,0.0,0.0,0.08180982590375888,0.0,0.0,0.6624852197388976,0.0,-0.0,0.0
0.22200000000000017,0.0,0.0,0.08313479634323667,0.0,0.0,0.6663533379983039,0.0,-0.0,0.0
0.22400000000000017,0.0,0.0,0.08446750301923328,0.0,0.0,0.6701883232532062,0.0,-0.0,0.0
0.22600000000000017,0.0,0.0,0.08580787966573969,0.0,0.0,0.6739903002616916,0.0,-0.0,0.0
0.22800000000000017,0.0,0.0,0.08715586026626307,0.0,0.0,0.6777593936218375,0.0,-0.0,0.0
0.23000000000000018,0.0,0.0,0.08851137905350674,0.0,0.0,0.6814957277705016,0.0,-0.0,0.0
0.23200000000000018,0.0,0.0,0.08987437050904774,0.0,0.0,0.6851994269821269,0.0,-0.0,0.0
0.23400000000000018,0.0,0.0,0.091244769363012,0.0,0.0,0.6888706153675607,0.0,-0.0,0.0
0.23600000000000018,0.0,0.0,0.09262251059374713,0.0,0.0,0.6925094168728873,0.0,-0.0,0.0
0.23800000000000018,0.0,0.0,0.0940075294274929,0.0,0.0,0.6961159552782743,0.0,-0.0,0.0
0.24000000000000019,0.0,0.0,0.09539976133804945,0.0,0.0,0.6996903541968311,0.0,-0.0,0.0
0.2420000000000002,0.0,0.0,0.09679914204644312,0.0,0.0,0.7032327370734796,0.0,-0.0,0.0
0.2440000000000002,0.0,0.0,0.09820560752059007,0.0,0.0,0.7067432271838364,0.0,-0.0,0.0
0.2460000000000002,0.0,0.0,0.09961909397495775,0.0,0.0,0.7102219476331075,0.0,-0.0,0.0
0.2480000000000002,0.0,0.0,0.10103953787022396,0.0,0.0,0.7136690213549928,0.0,-0.0,0.0
0.25000000000000017,0.0,0.0,0.10246687591293395,0.0,0.0,0.7170845711106019,0.0,-0.0,0.0
0.25200000000000017,0.0,0.0,0.10390104505515516,0.0,0.0,0.7204687194873809,0.0,-0.0,0.0
